topline,headline,content
30.06.2022 23:08 Uhr,Krieg gegen die Ukraine,++ Telefonat zwischen Steinmeier und Selenskyj ++
30.06.2022 22:20 Uhr,Verluste auf breiter Front,Rezessionssorgen drücken die Wall Street
30.06.2022 21:09 Uhr,Vorstoß des US-Präsidenten,Biden will landesweites Abtreibungsrecht
30.06.2022 20:49 Uhr,Warentransport nach Kaliningrad,Baerbock sieht EU bei Transitstreit in der Pflicht
30.06.2022 19:45 Uhr,Falscher Klitschko,Auch EU-Kommissarin fiel auf Fake herein
30.06.2022 18:55 Uhr,Kampf gegen Klimawandel,Gerichtshof beschränkt US-Umweltbehörde
30.06.2022 18:35 Uhr,Nach NATO-Gipfel,Zurück in die Zukunft
30.06.2022 18:31 Uhr,Energiekrise erfasst Uniper,Erster Gasversorger ruft nach dem Staat
30.06.2022 17:51 Uhr,Ende der Sperrzone,Polen gibt Grenzregion zu Belarus frei
30.06.2022 17:48 Uhr,Nach jahrelangen Verhandlungen,EU und Neuseeland schließen Freihandelsabkommen
30.06.2022 17:33 Uhr,Ende des NATO-Gipfels,Wertegemeinschaft mit Widersprüchen
30.06.2022 17:02 Uhr,Bundesfinanzminister Lindner,Drittes Entlastungspaket erst 2023
30.06.2022 16:36 Uhr,Selbstbestimmungsgesetz,Ein längst überfälliger Schritt
30.06.2022 15:49 Uhr,Kliniken und Arztpraxen,Tausende Behandlungsfehler bestätigt
30.06.2022 15:21 Uhr,Gipfeltreffen in Madrid,Scholz will Deeskalation bei Kaliningrad-Transit
30.06.2022 15:04 Uhr,Krieg in der Ukraine,Prominente fordern Waffenstillstand
30.06.2022 14:07 Uhr,Britisches Parlament,Babys im Unterhaus unerwünscht
30.06.2022 13:57 Uhr,Bilanz 9-Euro-Ticket,Gewaltiger Zuspruch und weniger Staus
30.06.2022 13:44 Uhr,Zensur in Hongkong,Das unterdrückte Klassenzimmer
30.06.2022 13:17 Uhr,EuGH-Urteil,Asylnotstand in Litauen nicht rechtens
30.06.2022 13:06 Uhr,Argentinien,Gen-Weizen als Antwort auf Klimaextreme?
30.06.2022 12:49 Uhr,Neues Selbstbestimmungsgesetz,Geschlechtseintrag künftig leichter zu ändern
30.06.2022 12:38 Uhr,Krieg gegen die Ukraine,Russland zieht sich von Schlangeninsel zurück
30.06.2022 12:21 Uhr,Schwimm-WM,Boy gewinnt Silber über 25 Kilometer
30.06.2022 12:16 Uhr,Lage an Europas Flughäfen,Wo Passagiere lange warten und wo nicht
30.06.2022 12:09 Uhr,350 Milliarden ausgezahlt,Zahl der Rentenempfänger steigt
30.06.2022 12:04 Uhr,"Milde Witterung, hohe Preise",Gasverbrauch sinkt deutlich
30.06.2022 11:37 Uhr,Angriff auf Einkaufszentrum,"""Der Einschlag war in der ganzen Stadt zu hören"""
30.06.2022 11:28 Uhr,Teilnahme an Jubiläumsfeiern,Chinas Präsident Xi in Hongkong eingetroffen
30.06.2022 11:18 Uhr,Parlamentswahl am 1. November,Weg frei für Neuwahlen in Israel
30.06.2022 10:31 Uhr,Wegen Gaspreis-Explosion,Entlastungen für Mieter gefordert
30.06.2022 10:23 Uhr,Arbeitsmarkt im Juni,Mehr Arbeitslose durch Ukraine-Flüchtlinge
30.06.2022 10:07 Uhr,Booster-Kampagne,USA kaufen BioNTech-Vakzin für Herbst
30.06.2022 09:02 Uhr,Präsident auf den Philippinen,Diktatorensohn Marcos Junior vereidigt
30.06.2022 09:01 Uhr,Krieg gegen die Ukraine,Erbitterter Kampf um jede Stadt
30.06.2022 08:15 Uhr,DFB-Steueraffäre,Verfahren gegen Ex-Präsident Grindel eingestellt
30.06.2022 08:13 Uhr,Hohe Gas- und Energiepreise,"""Das ist eine zweite Miete"""
30.06.2022 08:08 Uhr,NATO-Gipfel in Madrid,Klimawandel als Katalysator für Terror
30.06.2022 06:00 Uhr,Corona-Impfstoffe,EU verhinderte faire Verteilung
30.06.2022 04:30 Uhr,Geplanter NATO-Beitritt,Putin droht Schweden und Finnland
30.06.2022 03:25 Uhr,Coronavirus in New York,Impfung für Kleinkinder läuft schleppend an
30.06.2022 03:25 Uhr,Coronavirus,Was das Ende kostenloser Tests bedeutet
30.06.2022 03:24 Uhr,Neues Abtreibungsrecht,US-Amerikanerinnen löschen Zyklus-Apps
30.06.2022 03:06 Uhr,MINUSMA,UN-Sicherheitsrat verlängert Mali-Mission
