topline,headline,content
10.06.2022 22:49 Uhr,Scholz in Serbien,Die Zeit des Hinhaltens ist vorbei
10.06.2022 22:14 Uhr,Zins- und Rezessionsangst,Ausverkauf an den Aktienmärkten
10.06.2022 21:32 Uhr,Omikron-Welle in China,Wieder verschärfte Maßnahmen in Shanghai
10.06.2022 20:24 Uhr,EU-Strafmaßnahmen gegen Russland,Scholz fordert Serbien zu Sanktionen auf
10.06.2022 18:56 Uhr,Flüchtlingspolitik,EU-Staaten einig über Umverteilung
10.06.2022 17:35 Uhr,Kalifornien,Das dritte Dürre-Jahr in Folge
10.06.2022 17:22 Uhr,Neue Autorenvereinigung,Menasse und Yücel führen PEN Berlin an
10.06.2022 17:09 Uhr,"Teuerung bei 8,6 Prozent",Höchste US-Inflation seit 40 Jahren
10.06.2022 17:05 Uhr,Corona-Pandemie,Testpflicht für USA-Flüge wird aufgehoben
10.06.2022 17:03 Uhr,Übergewinnsteuer-Vorstoß,"""Falscher Weg"" oder ""völlig richtig?"""
10.06.2022 17:01 Uhr,Separatisten-Bericht,Chemiefabrik in Sjewjerodonezk umzingelt
10.06.2022 15:42 Uhr,Übernahme der MV Werften,Kreuzfahrtwerft baut künftig U-Boote
10.06.2022 15:40 Uhr,Maßnahmen angekündigt,Türkei geht gegen hohe Inflation vor
10.06.2022 15:36 Uhr,Energiesparkampagne vorgestellt,Energiesparen - aber niemanden verprellen
10.06.2022 14:51 Uhr,Besuch in Pristina,Scholz dringt auf Einigung zwischen Kosovo und Serbien
10.06.2022 14:45 Uhr,Ex-AfD-Chef,Meuthen tritt in Zentrumspartei ein
10.06.2022 14:42 Uhr,Corona-Pandemie,Ampel ringt um Corona-Politik im Herbst
10.06.2022 14:41 Uhr,Todesstrafe für ausländische Kämpfer,"""Grundsätze des Völkerrechts missachtet"""
10.06.2022 14:34 Uhr,Bundesrat zu Digitalisierung,Internet-Mindestversorgung abgesegnet
10.06.2022 14:22 Uhr,Teurer Breitbandausbau,Schnelles Internet fängt mit Buddeln an
10.06.2022 13:56 Uhr,Weiterhin teurer Sprit,"""Der Tankrabatt ist gescheitert"""
10.06.2022 13:48 Uhr,Stärkerer Rubel,Russland senkt Leitzins auf Vorkriegsniveau
10.06.2022 13:39 Uhr,Malaysia,Todesstrafe künftig nicht mehr vorgeschrieben
10.06.2022 13:11 Uhr,Initiative Bremens,Bundesrat befasst sich mit Übergewinnsteuer
10.06.2022 13:06 Uhr,Tourismus in Deutschland,Besonders Camping boomt
10.06.2022 12:28 Uhr,Özdemir und Lauterbach in der Ukraine,"""Ein Zeichen der Solidarität"""
10.06.2022 12:07 Uhr,Beschlüsse der Länderkammer,Bundesrat billigt höhere Renten und Mindestlohn
10.06.2022 11:31 Uhr,Ausstellung in New York,So viel Banksy wie nie
10.06.2022 11:29 Uhr,Nordrhein-Westfalen,CDU und Grüne wollen Koalition Ende Juni besiegeln
10.06.2022 10:57 Uhr,US-Behörde ermittelt,Prüfung von Tesla-Unfällen ausgeweitet
10.06.2022 10:52 Uhr,Statistisches Bundesamt,Mehr Einbürgerungen - vor allem von Syrern
10.06.2022 10:22 Uhr,Bundesrat,Grünes Licht für Bundeswehr-Sondervermögen
10.06.2022 10:05 Uhr,Krieg gegen die Ukraine,Ein Dorf in Geiselhaft
10.06.2022 09:25 Uhr,Anstehender Tarifkonflikt,"IG Metall fordert ""kräftige Lohnerhöhung"""
10.06.2022 08:52 Uhr,Rücktrittsspekulationen,Gerüchte um den Pontifex
10.06.2022 08:23 Uhr,Zu wenig Blutspenden,Die rote Mangelware
10.06.2022 07:53 Uhr,Corona-Pandemie,"Sieben-Tage-Inzidenz steigt auf 318,7"
10.06.2022 07:20 Uhr,Lindner und Habeck,Ziemlich beste Rivalen
10.06.2022 05:32 Uhr,EU-Beitrittsperspektiven,Scholz auf Balkan-Tour
10.06.2022 05:20 Uhr,Bericht zum Kapitol-Sturm,"""Höhepunkt eines versuchten Staatsstreichs"""
10.06.2022 02:48 Uhr,Krieg gegen die Ukraine,"""Es ist ein Wettlauf gegen die Zeit"""
10.06.2022 02:22 Uhr,Polizei fasst Verdächtigen,Drei Menschen in Maryland erschossen
10.06.2022 00:35 Uhr,Krieg gegen die Ukraine,++ Ukraine warnt vor Ernteausfällen ++
