topline,headline,content
29.12.2021 23:00 Uhr,Coronavirus-Pandemie,++ Belgien öffnet Kulturbereich wieder ++
29.12.2021 22:31 Uhr,Allzeithoch beim Dow-Jones-Index,Wall Street bleibt auf Rekordjagd
29.12.2021 22:11 Uhr,Lauterbach in den tagesthemen,"""Wir haben eine dynamische Situation"""
29.12.2021 20:15 Uhr,Alternative Rohstoffe,Vom Hanffeld ins Papier
29.12.2021 19:30 Uhr,Corona-Impfungen,Desinformation mit schweren Nebenwirkungen
29.12.2021 17:36 Uhr,Corona in Frankreich,"""Zahlen, die mich in Schwindel versetzen"""
29.12.2021 17:17 Uhr,Kommerzielle Raumfahrt,Erhöhtes Konfliktpotenzial im All
29.12.2021 17:07 Uhr,Familienministerin Anne Spiegel,Die Kompromisskandidatin
29.12.2021 16:59 Uhr,Schleppende Impfkampagne,Österreich setzt auf Geld für dritten Piks
29.12.2021 16:41 Uhr,Omikron-Variante,Kürzere Quarantäne - ist das sinnvoll?
29.12.2021 16:24 Uhr,Untererfassung während Feiertagen,Lauterbach geht von deutlich höherer Inzidenz aus
29.12.2021 16:04 Uhr,Somalias Kampf gegen Al-Shabaab,Konzeptlos und zerstritten
29.12.2021 15:43 Uhr,Gender Pay Gap,Warum Kaliforniens Gehaltslücke kleiner ist
29.12.2021 15:38 Uhr,Markt wie leergefegt,Gebrauchtwagen teuer wie nie
29.12.2021 15:23 Uhr,Trauer um Star-Coach,US-Football-Legende John Madden gestorben
29.12.2021 14:59 Uhr,Antisemitismusbeauftrager in BaWü,"Blume landet auf ""Antisemiten-Liste"""
29.12.2021 14:56 Uhr,Auflösung von Memorial,Kein Platz für die Wahrheit
29.12.2021 14:36 Uhr,"""Drastischer Rückstand""",Deutschland wird Klimaziele wohl verfehlen
29.12.2021 14:31 Uhr,Minenunglück im Sudan,Lebensgefährlicher Goldabbau
29.12.2021 13:40 Uhr,Coronavirus in Deutschland,Omikron breitet sich weiter aus
29.12.2021 13:21 Uhr,Nach Machtübernahme der Taliban,Mehr als 5900 deutsche Visa für Afghanen
29.12.2021 13:09 Uhr,Berechnungen des IfW,Inflation kostet den Staat Milliarden
29.12.2021 13:05 Uhr,Nahost-Konflikt,Gantz empfängt Abbas in seinem Privathaus
29.12.2021 13:05 Uhr,Nach Razzia in Hongkong,"""Stand News"" stellt den Betrieb ein"
29.12.2021 12:06 Uhr,Elektro-Recycling,Wohin mit dem alten Handy?
29.12.2021 11:22 Uhr,WWF-Bilanz,Haie und Kraniche sind Verlierer des Jahres
29.12.2021 11:21 Uhr,Statistisches Bundesamt,Volkszählung beginnt am 15. Mai
29.12.2021 11:03 Uhr,Schlusslicht in Europa,Deutsche kaufen kaum Lebensmittel online
29.12.2021 10:59 Uhr,Tierschutzbund zum Kükentöten,"Neues Gesetz ""nicht konsequent genug"""
29.12.2021 10:39 Uhr,Für Ausländer,Russland führt Zwangsuntersuchung ein
29.12.2021 10:19 Uhr,Hongkong,Polizei nimmt erneut Journalisten fest
29.12.2021 10:09 Uhr,Deutschland in der Corona-Krise,Länder machen fast 60 Milliarden Euro Schulden
29.12.2021 10:01 Uhr,Börsenjahr 2021,Run aufs Parkett
29.12.2021 09:17 Uhr,Reem Alabali-Radovan,Arbeitsplatz Kanzleramt
29.12.2021 08:53 Uhr,Kampf gegen Pandemie,Deutschland will 75 Millionen Impfdosen spenden
29.12.2021 08:43 Uhr,Beutekunst-Debatte in der Schweiz,Zurückgeben oder weiter ausstellen?
29.12.2021 08:35 Uhr,Coronavirus,Ist Deutschland auf die Omikron-Welle vorbereitet?
29.12.2021 08:22 Uhr,Betrugsaffäre,Warten auf die Anklage im Wirecard-Skandal
29.12.2021 07:53 Uhr,Beinahe-Zusammenstöße im All,China empört über Elon Musk
29.12.2021 06:44 Uhr,US-Arzneimittelbehörde,Schnelltests bei Omikron wohl weniger genau
29.12.2021 04:47 Uhr,Coronavirus,Inzidenz sinkt - Datenlage unklar
29.12.2021 04:09 Uhr,Coronavirus in den USA,"Viele Infektionen, fehlende Tests"
29.12.2021 03:10 Uhr,Ukraine-Gespräche,Die EU will mitreden
29.12.2021 02:23 Uhr,Dürre im Irak,Dem Zweistromland geht das Wasser aus
29.12.2021 00:34 Uhr,Nach Beschluss aus Karlsruhe,Regierung will Triage zügig regeln
