topline,headline,content
09.12.2021 23:55 Uhr,ARD-DeutschlandTrend,Scholz für jeden zweiten ein guter Kanzler
09.12.2021 22:52 Uhr,Europa League,Leverkusen verliert durch spätes Tor in Budapest
09.12.2021 22:45 Uhr,Coronavirus-Pandemie,++ RKI rät zu mehr Kontaktbeschränkungen ++
09.12.2021 22:42 Uhr,Bund-Länder-Treffen mit Scholz,"Gut vorbereitet, aber keine Beschlüsse"
09.12.2021 22:23 Uhr,Verluste an der Wall Street und im DAX,Anleger machen Kasse
09.12.2021 21:56 Uhr,Online-Gipfel,Biden sieht Demokratien in Gefahr
09.12.2021 21:21 Uhr,Gesundheitsminister Lauterbach,"""Können bis Jahresende alle Impfwünsche bedienen"""
09.12.2021 19:42 Uhr,Nach Aufsichtsratssitzung,Kehrt bei VW jetzt Ruhe ein?
09.12.2021 19:32 Uhr,Drosten zur Omikron-Variante,"""Wir brauchen jetzt schnelle Entscheidungen"""
09.12.2021 19:30 Uhr,Telegram,Kaum zu fassen
09.12.2021 19:23 Uhr,EU-Ratspräsidentschaft,Macron will neue Strategie für EU-Grenzen
09.12.2021 17:24 Uhr,Oscar-Preisträgerin,Regisseurin Lina Wertmüller gestorben
09.12.2021 17:15 Uhr,STIKO-Empfehlung,Corona-Impfung für Kinder mit Vorerkrankung
09.12.2021 17:09 Uhr,Olympiaboykott und Fall Peng,Das IOC gibt sich unbeeindruckt
09.12.2021 17:06 Uhr,Job-Standards der Industrie,Harte Kritik am Textilbündnis
09.12.2021 17:01 Uhr,Schutz vor Omikron-Variante,Lauterbach kündigt Impfstoffinventur an
09.12.2021 16:05 Uhr,Machtkampf bei VW,"Diess bleibt, aber mit neuer Rolle"
09.12.2021 15:49 Uhr,Spendenaffäre um Luxuswohnung,Johnsons Partei muss Strafe zahlen
09.12.2021 15:38 Uhr,Immobilienkonzern,Ist Evergrande bald zahlungsunfähig?
09.12.2021 15:38 Uhr,STIKO-Entscheidung,Was für Kinderimpfungen spricht
09.12.2021 15:01 Uhr,Außenministerin Baerbock,"Erster Tag, zwei Städte, viele Themen"
09.12.2021 14:25 Uhr,Umgang mit Migranten,Faeser kritisiert Belarus - und Polen
09.12.2021 14:17 Uhr,"NRW, Hessen und Luxemburg",Polizeiaktion gegen Drogenbande
09.12.2021 13:57 Uhr,Nach islamistischen Attacken,Burkina Fasos Regierung zurückgetreten
09.12.2021 13:37 Uhr,Statistisches Bundesamt,Corona verursachte Übersterblichkeit
09.12.2021 13:28 Uhr,Streit mit Kartellbehörde,Amazon soll Milliardenstrafe in Italien zahlen
09.12.2021 13:09 Uhr,Merkels Amtszeit in Zahlen,5860 Tage Kanzlerin
09.12.2021 12:36 Uhr,Europäischer Gerichtshof,Schockbilder Pflicht auf Zigarettenautomaten
09.12.2021 12:28 Uhr,Korruptionsbekämpfung,Aufräumen im Geldwäscheparadies
09.12.2021 12:25 Uhr,Bald auf dem Zenit?,Apple auf Rekordjagd
09.12.2021 12:05 Uhr,Grünen-Politikerin Göring-Eckardt,Zurück im Bundestagspräsidium
09.12.2021 11:43 Uhr,Boykott von Olympia in China,Baerbock will gemeinsame EU-Position
09.12.2021 11:31 Uhr,Internationale Reaktionen auf Scholz,"""Schreiben das nächste Kapitel gemeinsam"""
09.12.2021 11:30 Uhr,Mögliche Verjährung,Streit um Bankgebühren erneut vor Gericht
09.12.2021 11:15 Uhr,Neuseeland plant Tabakverbot,"Wer heute jung ist, soll nie rauchen dürfen"
09.12.2021 10:58 Uhr,Inlandstarife im Ausland,EU verlängert Roaming-Regel bis 2032
09.12.2021 10:48 Uhr,Größtes Plus seit Juli 2020,Deutsche Exporte legen kräftig zu
09.12.2021 10:17 Uhr,Corona-Pandemie,RKI meldet 70.611 Neuinfektionen
09.12.2021 09:34 Uhr,Vorwürfe in den USA,Neuer Ärger für die Deutsche Bank
09.12.2021 09:24 Uhr,UNICEF zur Corona-Pandemie,100 Millionen Kinder in Armut abgerutscht
09.12.2021 08:26 Uhr,Verliert Diess an Macht?,Tag der Entscheidung bei VW
09.12.2021 08:21 Uhr,Die Bahn stockt auf,Mehr Züge zur Weihnachtszeit
09.12.2021 08:14 Uhr,ÖPNV und Corona,"Mehr Aufwand, weniger Einnahmen"
09.12.2021 08:01 Uhr,Hongkonger Bürgerrechtler,Jimmy Lai wegen Gedenken verurteilt
09.12.2021 07:45 Uhr,Lauterbach zu Omikron,2G erst nach dem Boostern?
09.12.2021 07:42 Uhr,Virtuelles Treffen,Biden lädt zum Demokratie-Gipfel
09.12.2021 07:28 Uhr,Außenministerin Baerbock,Von null auf Krisenmanagerin
09.12.2021 07:12 Uhr,Begrenzte Veranstaltungen,"Was tun, wenn das Ticket ungültig ist?"
09.12.2021 04:51 Uhr,Afghanistan vor Hungerwinter,"""Kinder zahlen einen unglaublichen Preis"""
09.12.2021 04:51 Uhr,EU-Innenminister tagen,"""Flexibler beim Schutz der Außengrenze"""
09.12.2021 03:51 Uhr,Atomgespräche in Wien,Auf ein Neues
09.12.2021 02:01 Uhr,Corona-Pandemie bestimmendes Thema,Erstes Bund-Länder-Treffen mit Scholz
