topline,headline,content
12.06.2022 23:14 Uhr,Krieg gegen die Ukraine,++ Scholz räumt Fehler bei Russland-Politik ein ++
12.06.2022 22:48 Uhr,Frankreich-Wahl,Macron-Lager und linkes Bündnis gleichauf
12.06.2022 20:17 Uhr,Koalition zu Tankrabatt,Mission Schadensbegrenzung
12.06.2022 19:02 Uhr,Nach Massaker von Uvalde,US-Senat einigt sich auf Reform des Waffenrechts
12.06.2022 18:10 Uhr,Parlamentswahl in Frankreich,Niedrige Wahlbeteiligung zeichnet sich ab
12.06.2022 15:22 Uhr,Formel 1,Verstappen holt sich Sieg in Baku
12.06.2022 14:56 Uhr,Nordrhein-Westfalen,Ein Todesopfer nach Amoktat an Hochschule
12.06.2022 14:32 Uhr,Rüstungskonzern Rheinmetall,Erste Marder-Panzer für Ukraine fertig
12.06.2022 13:51 Uhr,Wieder steigende Spritpreise,Habeck will offenbar Kartellrecht verschärfen
12.06.2022 13:45 Uhr,Künftige Energieversorgung,Wasserstoff-Pläne im Braunkohlerevier
12.06.2022 13:02 Uhr,"Zweimal ""DDR-Fußballer des Jahres""",Trauer um ehemaligen DDR-Kapitän Bransch
12.06.2022 11:53 Uhr,Krieg im Donbass,"""Es ist unmöglich, den Beschuss zu zählen"""
12.06.2022 11:22 Uhr,Bundespräsident,Steinmeier will Pflichtdienst für junge Menschen
12.06.2022 10:49 Uhr,Hohe Kosten und Konkurrenz,Warum Italiens Fischer streiken
12.06.2022 10:43 Uhr,Kommunalwahlen in Italien,Palermo vor Rückkehr der Mafiafreunde?
12.06.2022 06:41 Uhr,Personalmangel in Freibädern,Flaute am Beckenrand
12.06.2022 05:30 Uhr,Parlamentswahl in Frankreich,Erste Runde im Schlagabtausch
12.06.2022 05:00 Uhr,Krieg in der Ukraine,Kämpfer ohne Kampferfahrung
12.06.2022 04:20 Uhr,Todesurteil in Donezk,"Familie kritisiert ""Schauprozess"""
12.06.2022 03:45 Uhr,Kinderarbeit in Bolivien,"Eine Wirklichkeit, die nicht verschwindet"
12.06.2022 02:45 Uhr,Geschäftsbeziehungen zu Russland,Bundespräsident kritisiert Schröder
12.06.2022 02:15 Uhr,Krieg gegen die Ukraine,Scholz plant offenbar Reise nach Kiew
