topline,headline,content
31.01.2014 16:27 Uhr,EU lockert Regeln für Handgepäck,Die Flasche darf mit nach Hause
31.01.2014 13:22 Uhr,Stichwort,Was seit 2004 in der Ukraine geschah
31.01.2014 00:03 Uhr,DeutschlandTrend im ARD-Morgenmagazin,Mehrheit gegen mehr Auslandseinsätze
30.01.2014 19:54 Uhr,Interview zur Entwicklung von Facebook,"Probieren, bis es passt"
30.01.2014 08:53 Uhr,Vorbereitungen auf Olympische Winterspiele,Sotschi gleicht einer Festung
30.01.2014 00:28 Uhr,Liberalisierung der europäischen Luftüberwachung,Ein EU-Flugraum - Traum oder Albtraum?
29.01.2014 17:00 Uhr,Barnier legt EU-Pläne vor,Zügel für zockende Banker
29.01.2014 13:59 Uhr,Bahn wird strenger kontrolliert,Bund lässt Schienen checken
29.01.2014 13:31 Uhr,Sorgen um türkische Lira,"""Der Zinssatz ist keine Wundermedizin"""
29.01.2014 12:45 Uhr,Januar 2014,Weltwirtschaft auf Wachstumskurs
29.01.2014 11:33 Uhr,Interview zur künstlichen Intelligenz,"""Wir sind schon längst versklavt"""
29.01.2014 05:48 Uhr,EU-Pläne zur Bankenregulierung,"""Wir wollen die Sparer schützen"""
29.01.2014 01:15 Uhr,Zentralbank hebt Leitzinsen an,Drastische Zinserhöhungen in der Türkei
28.01.2014 20:52 Uhr,Linkspartei und Grüne legen Entwurf vor,Gesetz soll Oppositionsrechte sichern
28.01.2014 18:10 Uhr,Abschluss des EU-Russland-Gipfel,Klartext nur hinter geschlossenen Türen
28.01.2014 17:13 Uhr,Sicherheitsrat billigt ZAR-Mission,EU-Staaten dürfen Militär schicken
28.01.2014 17:11 Uhr,Fast jeder zweite Frührentner betroffen,Psychisch krank - früher in Rente
28.01.2014 16:15 Uhr,Wegen hoher Haushaltsdefizite,EU leitet Verfahren gegen Kroatien ein
28.01.2014 08:18 Uhr,Präsident Putin in Brüssel,Zar-Attitüde und KGB-Methoden
28.01.2014 05:31 Uhr,Kurzer EU-Russland-Gipfel in Brüssel,Kein Abendessen mit Putin
28.01.2014 00:01 Uhr,Expertin zur Lage in der Ukraine,"""Staatsmacht hat die Kontrolle verloren"""
27.01.2014 14:44 Uhr,Brisanter Vorschlag der Bundesbank,Zwangsenteignung zur Staatenrettung?
27.01.2014 11:05 Uhr,Sendung in Israel sucht Holocaust-Überlebende,"""Dieses eine Prozent Wahrscheinlichkeit"""
25.01.2014 06:01 Uhr,Interview zu einem Jahr Sexismus-Debatte,"""Wir haben das Schweigen gebrochen"""
24.01.2014 15:09 Uhr,Weltwirtschaftsforum in Davos,Schäuble beschwört Stärke der EU
23.01.2014 18:36 Uhr,Eskalation in der Ukraine,Auch Nationalismus treibt den Protest
23.01.2014 15:27 Uhr,Bankenrettung ist abgeschlossen,Spanien - wieder eine sichere Bank?
23.01.2014 14:35 Uhr,EU-Industriekommissar eröffnet Verfahren,Brüssel macht Druck im Kältemittel-Streit
23.01.2014 12:11 Uhr,EU-Projekt steckt fest,Datenschutzreform erst nach der Wahl
23.01.2014 03:35 Uhr,Interview zur Lage in Syrien,"""Assad profitiert von Al Kaida"""
22.01.2014 20:52 Uhr,75.000 Kleinanleger betroffen,Windkraftfirma Prokon ist insolvent
22.01.2014 13:58 Uhr,EU-Staaten und -Parlament stimmen zu,Grünes Licht für SEPA-Fristverlängerung
22.01.2014 11:20 Uhr,Fragen und Antworten zum WEF in Davos,Mächtigen-Treff in den Schweizer Bergen
22.01.2014 10:55 Uhr,EuGH weist britische Klage ab,Klares Ja zum Leerverkäufe-Verbot
21.01.2014 17:56 Uhr,Neue IWF-Prognose für Weltwirtschaft,Eine zerbrechliche Erholung
21.01.2014 17:14 Uhr,Daten und Fakten zu Gabriel-Papier,EEG 2.0 - Was sich künftig ändern soll
21.01.2014 17:06 Uhr,Treffen mit EU-Spitzen,Kein Showdown in Brüssel
21.01.2014 17:00 Uhr,Foltervorwürfe gegen Syriens Machthaber Assad,"""Ein ungeheures Verbrechen"""
21.01.2014 13:58 Uhr,Klärungsbedarf beim Investitionsschutz,Freihandelsgespräche ausgesetzt
21.01.2014 09:06 Uhr,Treffen mit EU-Spitzen,Erdogan muss sich erklären
21.01.2014 04:54 Uhr,Deutsch-französische Kooperation,Die Brigade soll nach Afrika
21.01.2014 02:30 Uhr,Beitrittsverhandlungen beginnen,Serbiens weiter Weg in die EU
20.01.2014 17:54 Uhr,Einigung auf Militäreinsatz,EU bereit zum Eingreifen in Zentralafrika
20.01.2014 16:30 Uhr,Wirtschaftsjurist zu Strukturen des ADAC,"""Non-Profit - mit sehr viel Geld"""
20.01.2014 15:10 Uhr,Einigung auf Militäreinsatz,EU schickt Soldaten nach Zentralafrika
20.01.2014 05:00 Uhr,Unterstützung für Franzosen in der ZAR,EU entscheidet über Afrika-Einsatz
17.01.2014 16:54 Uhr,Stellenportal EURES soll verbessert werden,EU will Jobsuche erleichtern
16.01.2014 10:42 Uhr,"Rückgang von 1,7 Prozent im vergangen Jahr",Autoabsatz in Europa auf Rekordtief
16.01.2014 08:15 Uhr,EU findet keinen neuen Datenschutzbeauftragten,Hustinx kann nicht in Rente gehen
16.01.2014 01:26 Uhr,Welche Strategie verfolgt Prokon?,"""Die Insolvenz kann verlockend sein"""
