topline,headline,content
31.10.2012 16:36 Uhr,Erwerbslosigkeit in Eurozone erreicht Höchststand,Spanien ist das Schlusslicht - Österreich steht gut da
31.10.2012 15:23 Uhr,Regierung revidiert Haushaltsentwurf,Düstere Prognosen für griechische Wirtschaft
31.10.2012 12:48 Uhr,Entlassungen bei Schweizer Großbank UBS,Ein schwerer Schlag für den Finanzplatz London
31.10.2012 11:55 Uhr,Vor deutsch-türkischem Spitzentreffen,Erdogan spricht deutliche Worte zu EU-Beitritt
30.10.2012 19:30 Uhr,ARD-Interview mit UBS-Verwaltungsratschef Weber,"""Die Bank der Zukunft wird weniger Mitarbeiter haben"""
30.10.2012 15:08 Uhr,Oktober 2012,Der ESM tritt in Kraft
30.10.2012 14:43 Uhr,Erdogan bei Merkel,Besuch in schwierigen Zeiten
30.10.2012 12:44 Uhr,Radikalumbau bei Schweizer Großbank,Weber entmachtet UBS-Investmentbanker
30.10.2012 11:43 Uhr,Konjunkturschwäche trifft Arbeitsmarkt,Arbeitslosenzahlen steigen über Vorjahresniveau
30.10.2012 01:27 Uhr,Arbeitslosenzahlen für Oktober erwartet,Firmen verunsichert - Arbeitsmarkt stagniert
29.10.2012 23:00 Uhr,Pläne der EU gestoppt,Der TÜV soll zweijährig bleiben
29.10.2012 17:43 Uhr,Großfusion bei Buchverlagen,"""Die Buchbranche ist aufgewacht"""
29.10.2012 16:47 Uhr,Verhandlungen mit Griechenland,Entschiedene Meinungen zu einem Gerücht
29.10.2012 16:30 Uhr,Hintergrund,Steuerschätzung
29.10.2012 15:19 Uhr,Politikwissenschaftler wirft EU Versagen vor,"""Europäische Ukraine-Strategie in der Sackgasse"""
28.10.2012 14:04 Uhr,Auch staatliche Gläubiger sollen verzichten,Neuer Schuldenschnitt für Griechenland?
27.10.2012 22:30 Uhr,Erneut Proteste gegen Kürzungen,Tausende Spanier ziehen vor das Parlament
27.10.2012 17:57 Uhr,Proteste gegen den Sparkurs in Italien,"""No-Monti-Day"" treibt Zehntausende auf die Straße"
27.10.2012 15:19 Uhr,Nach Besuchsverbot bei Sacharow-Preisträgern,EU-Delegation sagt Iran-Reise ab
26.10.2012 13:55 Uhr,Einführung von Windows 8,"""Microsoft bricht mit der Tradition"""
26.10.2012 09:52 Uhr,Verbraucher bleiben optimistisch,GfK-Konsumklimaindex auf Fünf-Jahres-Hoch
26.10.2012 02:05 Uhr,DeutschlandTrend für das ARD-Morgenmagazin,Die Deutschen würden Obama wählen
25.10.2012 18:42 Uhr,Fragen und Antworten,Bekommt man jetzt noch eine Grippeimpfung?
25.10.2012 17:19 Uhr,Interview mit Werner Sonne zur Strepp-Affäre,"""Es wird immer Einflussversuche geben"""
25.10.2012 17:09 Uhr,Frist wäre am Montag abgelaufen,ARD legt Berufung gegen Urteil zur Tagesschau App ein
25.10.2012 15:59 Uhr,Wegen Insiderhandels,Haftstrafe für Ex-Goldman-Verwaltungsrat Gupta
25.10.2012 14:18 Uhr,EZB-Direktorium,Europaparlament lehnt Herrn Mersch ab
25.10.2012 08:55 Uhr,Konferenz in Luxemburg,"EU-Innenminister vermuten ""Asylmissbrauch"""
25.10.2012 08:55 Uhr,EU-Minister beraten über Asylpolitik,Mazedonien will Roma mit allen Mitteln im Land halten
25.10.2012 02:28 Uhr,Ringen um Aufschub für Sparauflagen,Griechen verkünden Einigung auf mehr Zeit
24.10.2012 22:34 Uhr,Wegen Verkaufs fauler Kredite,US-Regierung verklagt Bank of America
24.10.2012 16:47 Uhr,Bundesbank nennt Details zu Lagerstätten des Goldes,"450 Tonnen in London, 1536 Tonnen in New York, ..."
24.10.2012 15:59 Uhr,EZB-Präsident verteidigt Krisenpolitik,Draghis Besänftigungstour im Bundestag
24.10.2012 15:01 Uhr,Ringen um Aufschub für Sparauflagen,Griechen verkünden Einigung auf mehr Zeit
24.10.2012 08:51 Uhr,Berichte über mehr Zeit für Griechenland,Noch keine Entscheidung über Aufschub
24.10.2012 05:21 Uhr,EZB-Präsident will Krisenpolitik erläutern,Draghi stellt sich dem Bundestag
24.10.2012 04:39 Uhr,Laut Medienbericht mehr Zeit für Haushaltssanierung,Griechenland darf zwei Jahre länger sparen
23.10.2012 21:41 Uhr,Frankreichs Nationalversammlung beschließt Steuererhöhungen,30 Milliarden Euro für die Schuldenbekämpfung
23.10.2012 20:43 Uhr,EuGH verhandelt Klage aus Irland,ESM noch einmal auf dem Prüfstand
23.10.2012 17:10 Uhr,Rückgang im dritten Quartal,Spaniens Rezession schreckt Geldgeber nicht ab
23.10.2012 14:37 Uhr,Urteil des Europäischen Gerichtshofs,Fluglinien müssen bei großer Verspätung zahlen
22.10.2012 21:26 Uhr,Interview zur Lage nach Attentat auf Hassan,"""Syriens Bürgerkrieg könnte auf Libanon übergreifen"""
22.10.2012 19:39 Uhr,Rechnungshof macht Druck,Bundesbank holt Teil ihres Goldes zurück
22.10.2012 11:53 Uhr,Neue EU-Zahlen für 2011,Defizite übertreffen Befürchtungen
22.10.2012 01:19 Uhr,Gesundheitskosten nicht mehr bezahlbar,Die Krise macht die Griechen krank
21.10.2012 15:25 Uhr,UN-Gesandter Brahimi vermittelt im Bürgerkrieg in Syrien,Anschläge überschatten Waffenruhe-Gespräche
21.10.2012 11:44 Uhr,Bürgerkrieg in Syrien,Autobombe explodiert in Damaskus
